Record Id               ,Village Owner.id        ,Rating ,Village Name                  ,Phone ,Fax ,Parent Village.id ,Website ,Ticker Symbol ,Village Type ,Ownership ,Industry ,Employees ,Annual Revenue ,SIC Code ,Created By.id           ,Modified By.id          ,Created Time        ,Modified Time       ,Currency ,Exchange Rate ,Last Activity Time  ,Billing Street ,Shipping Street ,Billing City ,Shipping City ,Billing Province ,Shipping Province ,Billing Code ,Shipping Code ,Billing Country ,Shipping Country ,Description ,Layout.id               ,Village Number ,Village Site ,Score ,Positive Score ,Negative Score ,Positive Touch Point Score ,Touch Point Score ,Negative Touch Point Score ,Tag ,Village Image ,User Modified Time  ,System Related Activity Time ,User Related Activity Time ,System Modified Time ,Change Log Time ,Households ,Average Household Income ,Road Conditions                                    ,Total Population ,Latest Livelihoods Survey ,Potential KHT Projects                                                                                                                                          ,Latest Education Survey ,Potential Project Notes                                                                     ,Villagers Consulted                      ,GPS Latitude ,GPS Longitude ,Latest WASH Survey ,% Population Without Enough Rice ,District Id             ,Nearest Town Id         ,Children (Aged 0 - 18) ,Distance to Town (km) ,Adult Males ,Tribe ,Forest Department ,Adult Females ,Season Accesibility ,Average Annual HH Income (THB) ,Province     ,Village has Dorm ,Distance to Hospital (km) ,Annual Malaria Cases ,No. Children in Dorm ,Nearest Health Centre ,Distance to Pratom (km) ,Annual Typhoid Cases ,No. Students at Uni ,Distance to Health Centre (km) ,No. Children Go To Pratom ,Annual Stomarch Ulcer Cases ,No. Graduates ,Annual Diabetes Cases ,Nearest Mathayom (Seconary) Id ,Annual Cancer Cases ,No. Children Go To Mathayom ,Village Deaths in Last Year ,Distance to Mathayom (km) ,Common Diseases                                                                                                          ,Nearest Pratom (Primary) Id ,Village Schools   ,Nearest Hospital Id     ,Latest non-KHT Clean Water Project ,Latest non-KHT Rice Bank Project ,Latest non-KHT Electricity Project ,Sufficient Drinking Water in Dry Season ,Non-KHT Projects Comments                                                                      ,Latest non-KHT Animal Bank Project ,Previous Gov/Royal Aid Projects ,General Comments ,Latest non-KHT School Project ,Previous Non-KHT NGO Projects ,Current Water Sources                 ,Latest non-KHT Solar Project ,Latest non-KHT Road Project ,Sufficient Drinking Water in Wet Season ,Latest non-KHT Satelite Project ,Village's Name                ,Name of Village               ,Latest non-KHT Irrigation Project ,Number of People without Thai ID Cards ,Are Any KHT Staff Connected to the Village?               ,No. Children Living Away in Dormitories ,No. Children Who Don't Go to Mathayom but Should ,No. Children Who Don't Go to Pratom but Should ,Locked ,Hosted KHT Projects                                                      ,Last Enriched Time ,Enrich Status
zcrm_361303000001899092 ,zcrm_361303000000269001 ,       ,Ban Pha Aeh Doo               ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:25,         ,              ,8/5/2022 10:25,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:25,                ,57,                         ,                                                   ,303,                          ,Education Scholarship and Domitory                                                                                                                              ,                        ,                                                                                            ,                                         ,             ,              ,10/5/2013,40,                        ,zcrm_361303000000667033 ,130,70,87,      ,Mae Chaem         ,86,Dry Season          ,                               ,Chiang Mai   ,false            ,70,4,                     ,Mae La Noi            ,                        ,7,                    ,10,41,                            ,              ,                      ,zcrm_361303000000667033        ,                    ,8,                            ,70,Flu                                                                                                                      ,zcrm_361303000001881171     ,Prathom (Primary) ,zcrm_361303000000667033 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Pha Aeh Doo               ,Ban Pha Aeh Doo               ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001899093 ,zcrm_361303000000269001 ,       ,Ban Pha Daeng Luang           ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,12/2/2022 14:03,         ,              ,12/2/2022 14:03,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,12/2/2022 14:03,                ,90,                         ,                                                   ,256,2/18/2014,"Rice bank, Blankets and Animals                                                                                                                               ",                        ,                                                                                            ,                                         ,18.57674,98.01635,11/29/2001,60,zcrm_361303000000401954 ,zcrm_361303000000401954 ,                       ,60,            ,      ,Mae La Noi        ,              ,Dry Season          ,                               ,Mae Hong Son ,false            ,60,10,                     ,Ban Mae To            ,                        ,1,                    ,20,80,10,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,Prathom (Primary) ,zcrm_361303000000401954 ,1/1/2001,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,                                      ,                             ,                            ,                                        ,                                ,Ban Pha Daeng Luang           ,Ban Pha Daeng Luang           ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;WASH                                                          ,                   ,
zcrm_361303000001899094 ,zcrm_361303000000269001 ,       ,Ban Pha La Pi                 ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:21,         ,              ,8/5/2022 10:21,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:21,                ,28,                         ,                                                   ,174,                          ,"Education Scholarship, Blankets, Rice bank, Latrine                                                                                                           ",                        ,FALSE                                                                                       ,                                         ,18.80189,98.2298,9/17/2009,50,zcrm_361303000001881221 ,zcrm_361303000000461057 ,65,40,55,      ,Mae Chaem         ,54,Dry Season          ,                               ,Chiang Mai   ,false            ,42,                     ,                     ,Ban Pang Ung          ,3,6,                    ,17,32,                            ,              ,                      ,zcrm_361303000000667033        ,                    ,32,                            ,85,Flu and Ulcer                                                                                                            ,zcrm_361303000001881164     ,No Schools        ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Pha La Pi                 ,Ban Pha La Pi                 ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001899095 ,zcrm_361303000000269001 ,       ,Ban Pha Tho                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:21,         ,              ,8/5/2022 10:21,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:21,                ,27,                         ,                                                   ,115,                          ,"Blankets, Mosquito Nets, Latrine, School transport                                                                                                            ",                        ,                                                                                            ,                                         ,             ,              ,9/11/2008,50,zcrm_361303000001881209 ,zcrm_361303000000461057 ,41,44,37,      ,Khun Yuam         ,37,Dry Season          ,                               ,Mae Hong Son ,false            ,44,5,                     ,Ban Mae Ki            ,8,10,                    ,13,12,                            ,              ,                      ,zcrm_361303000000461077        ,                    ,                            ,                            ,44,"Flu, Ulcer                                                                                                             ",zcrm_361303000000528033     ,No Schools        ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,Yes                           ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Pha Tho                   ,Ban Pha Tho                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001899096 ,zcrm_361303000000269001 ,       ,Ban Pha Wai                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,12/2/2022 14:25,         ,              ,12/2/2022 14:25,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,12/2/2022 14:25,                ,110,                         ,                                                   ,580,4/5/2016,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,zcrm_361303000000401954 ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,Mae Hong Son ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,1/1/1989,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Pha Wai                   ,Ban Pha Wai                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation                                                               ,                   ,
zcrm_361303000001899097 ,zcrm_361303000000269001 ,       ,Ban Pha Wai Klang             ,      ,    ,                  ,        ,              ,Yomban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:51,         ,              ,8/5/2022 6:51,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:51,                ,30,                         ,                                                   ,150,1/16/2012,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,zcrm_361303000000401954 ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,Mae Hong Son ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,1/1/1989,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Pha Wai Klang             ,Ban Pha Wai Klang             ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation                                                               ,                   ,
zcrm_361303000001899099 ,zcrm_361303000000269001 ,       ,Ban Piang Luang               ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,12/29/2022 11:27,         ,              ,12/29/2022 11:27,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,12/29/2022 11:27,                ,57,                         ,                                                   ,454,                          ,"Blankets, Mosquito Nets, Education                                                                                                                            ",                        ,                                                                                            ,                                         ,19.68282,98.62659,10/8/2003,20,                        ,zcrm_361303000000461057 ,54,34,205,      ,Khun Yuam         ,195,All Seasons         ,                               ,Mae Hong Son ,false            ,34,9,                     ,Ban Mae Ki            ,3,4,                    ,3,56,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,zcrm_361303000000528034     ,No Schools        ,zcrm_361303000000461057 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Piang Luang               ,Ban Piang Luang               ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships;WASH                                      ,                   ,
zcrm_361303000001899100 ,zcrm_361303000000269001 ,       ,Ban Po No Khee                ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:51,         ,              ,8/5/2022 6:51,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:51,                ,           ,                         ,                                                   ,                 ,                          ,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,                        ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,             ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,                                ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Po No Khee                ,Ban Po No Khee                ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Further Education Scholarships                                           ,                   ,
zcrm_361303000001899102 ,zcrm_361303000000269001 ,       ,Ban Prabart Huay Phueng       ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:41,         ,              ,8/5/2022 10:41,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:41,                ,52,                         ,                                                   ,182,                          ,"Education Scholarship, Blankets,  Mosquito Nets                                                                                                               ",                        ,FALSE                                                                                       ,                                         ,18.47005,98.03474,9/19/2012,50,zcrm_361303000000401954 ,zcrm_361303000000401954 ,62,40,62,Sgaw  ,Mae La Noi        ,58,Dry Season          ,3000,Mae Hong Son ,false            ,40,2,                     ,Ban Mae Hu            ,                        ,4,                    ,10,32,                            ,              ,                      ,zcrm_361303000000528038        ,                    ,5,                            ,                          ,Flu and Ulcer                                                                                                            ,zcrm_361303000001881173     ,Prathom (Primary) ,zcrm_361303000000401954 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Prabart Huay Phueng       ,Ban Prabart Huay Phueng       ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001899103 ,zcrm_361303000000269001 ,       ,Ban Rak Mai Nua               ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:21,         ,              ,8/5/2022 10:21,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:21,                ,57,                         ,                                                   ,350,                          ,"Road, Latrine, Rice bank, Blankets and Education project                                                                                                      ",                        ,                                                                                            ,                                         ,             ,              ,9/29/2008,50,zcrm_361303000001881227 ,zcrm_361303000000521090 ,115,                      ,118,      ,Mae Sariang       ,117,Dry Season          ,                               ,Mae Hong Son ,false            ,                          ,                     ,                     ,Ban Paphae            ,                        ,30,                    ,7,75,                            ,              ,                      ,zcrm_361303000001881168        ,                    ,11,                            ,7,"Flu, Ulcer                                                                                                             ",                            ,Prathom (Primary) ,zcrm_361303000000521090 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Rak Mai Nua               ,Ban Rak Mai Nua               ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001899105 ,zcrm_361303000000269001 ,       ,Ban Sa La Jiang Tong          ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:51,         ,              ,8/5/2022 6:51,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:51,                ,80,                         ,                                                   ,280,1/8/2016,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,zcrm_361303000000521090 ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,Mae Hong Son ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,1/1/1996,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Sa La Jiang Tong          ,Ban Sa La Jiang Tong          ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation                                                               ,                   ,
zcrm_361303000001899109 ,zcrm_361303000000269001 ,       ,Ban Sao Hin                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:39,         ,              ,8/5/2022 10:39,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:39,                ,116,                         ,                                                   ,426,5/11/2015,"Latrine, Blankets,  Mosquito Nets                                                                                                                             ",                        ,FALSE                                                                                       ,                                         ,18.55079,97.66752,2/19/2015,40,zcrm_361303000001881248 ,zcrm_361303000000521090 ,125,107,156,Sgaw  ,Mae Sariang       ,145,Dry Season          ,4000,Mae Hong Son ,false            ,107,30,                     ,Ban Sa La Jiang Tong  ,                        ,20,1,                               ,95,                            ,1,                      ,zcrm_361303000000716235        ,                    ,125,                            ,4,                                                                                                                         ,                            ,Prathom (Primary) ,zcrm_361303000000521090 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Sao Hin                   ,Ban Sao Hin                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;WASH                                                          ,                   ,
zcrm_361303000001899110 ,zcrm_361303000000269001 ,       ,Ban Siwader                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:41,         ,              ,8/5/2022 10:41,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:41,                ,107,                         ,                                                   ,423,                          ,"Education Scholarship, Blankets,  Mosquito Nets                                                                                                               ",                        ,FALSE                                                                                       ,                                         ,17.92466,97.76701,9/27/2012,45,zcrm_361303000001881215 ,zcrm_361303000000521090 ,164,71,125,      ,Sob Moei          ,134,Dry Season          ,8000,Mae Hong Son ,false            ,71,5,                     ,Ban Mae Sam Laep      ,                        ,15,                    ,15,                          ,                            ,4,                      ,zcrm_361303000001881176        ,                    ,                            ,                            ,                          ,Flu ans Ulcer                                                                                                            ,zcrm_361303000001881176     ,                  ,zcrm_361303000000521090 ,1/1/2002,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Siwader                   ,Ban Siwader                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001899111 ,zcrm_361303000000269001 ,       ,Ban Sob Mae Sa Top            ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,12/6/2022 14:48,         ,              ,12/6/2022 14:48,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,12/6/2022 14:48,                ,60,                         ,                                                   ,351,                          ,"Blankets,  Mosquito Nets,Irrigation, Latrine                                                                                                                  ",                        ,FALSE                                                                                       ,                                         ,18.70611,98.24978,10/15/2014,40,zcrm_361303000001881221 ,zcrm_361303000000667033 ,141,50,107,Sgaw  ,Mae Chaem         ,103,All Seasons         ,4000,Chiang Mai   ,false            ,50,                     ,                     ,Ban Na Hong           ,22,5,                    ,15,12,                            ,7,                      ,zcrm_361303000001881240        ,                    ,60,                            ,50,Flu                                                                                                                      ,zcrm_361303000001881145     ,                  ,zcrm_361303000000667033 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Sob Mae Sa Top            ,Ban Sob Mae Sa Top            ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
zcrm_361303000001899112 ,zcrm_361303000000269001 ,       ,Ban Som Poi                   ,      ,    ,                  ,        ,              ,Mooban       ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 6:57,         ,              ,8/5/2022 6:57,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 6:57,                ,91,                         ,                                                   ,350,1/8/2016,                                                                                                                                                                ,                        ,                                                                                            ,                                         ,             ,              ,                   ,                                 ,zcrm_361303000000401954 ,                        ,                       ,                      ,            ,      ,                  ,              ,                    ,                               ,Mae Hong Son ,false            ,                          ,                     ,                     ,                      ,                        ,                     ,                    ,                               ,                          ,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,                                                                                                                         ,                            ,                  ,                        ,1/1/1991,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,                              ,                                      ,                             ,                            ,                                        ,                                ,Ban Som Poi                   ,Ban Som Poi                   ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,Irrigation;Further Education Scholarships                                ,                   ,
zcrm_361303000001899113 ,zcrm_361303000000269001 ,       ,Ban Sud Huay Na               ,      ,    ,                  ,        ,              ,             ,          ,         ,          ,               ,         ,zcrm_361303000000269001 ,zcrm_361303000000269001 ,7/25/2022 11:19,8/5/2022 10:21,         ,              ,8/5/2022 10:21,               ,                ,             ,              ,                 ,                  ,             ,              ,                ,                 ,            ,zcrm_361303000000032035 ,0,             ,0,0,0,0,0,0,    ,              ,                    ,                             ,                           ,8/5/2022 10:21,                ,26,                         ,                                                   ,129,                          ,"Blankets, Education Scholarship, Latrine                                                                                                                      ",                        ,                                                                                            ,                                         ,18.16981,98.14823,9/29/2007,30,                        ,zcrm_361303000000521090 ,50,38,40,      ,Mae Sariang       ,39,All Seasons         ,                               ,Mae Hong Son ,false            ,38,                     ,                     ,Ban Mae Lid Pa Kae    ,                        ,2,                    ,10,69,                            ,              ,                      ,                               ,                    ,                            ,                            ,                          ,"Flu, Ulcer                                                                                                             ",                            ,Prathom (Primary) ,zcrm_361303000000521090 ,                                   ,                                 ,                                   ,                                        ,                                                                                               ,                                   ,Yes                             ,                 ,                              ,No                            ,Government Water System               ,                             ,                            ,                                        ,                                ,Ban Sud Huay Na               ,Ban Sud Huay Na               ,                                  ,                                       ,                                                          ,                                        ,                                                 ,                                               ,false  ,WASH                                                                     ,                   ,
